,Provider_Id,HoldingCompanyName,DBAName,ProviderName,num_block
472,44399,"Siren Telephone Company, Inc.",Siren Telephone Company,"Siren Telephone company, inc",6
473,44403,"G5 Internet, LLC","G5 Internet, LLC","G5 Internet, LLC",140
474,44407,"Ntera, LLC",NTERA,"Ntera, LLC",101
475,44411,Nucla-Naturita Telephone Company,NNTC Wireless,Nucla-Naturita Telephone Company,10
476,44412,Cable Co-Op,CableCoop,Cable Co-op,110
477,44417,USA Holdings LLC,USA COMMUNICATIONS,Antilles Wireless LLC,611
478,44419,Ace Telephone Association,AcenTek,"Ace Link Telecommunication, Inc.",118
479,44423,"Larson Utilities, Inc.",Minnesota Valley Telephone Company,Minnesota Valley Telephone Company,516
480,44425,Wood County Telephone Company,"Central Wisconsin Communications, LLC","Central Wisconsin Communications, LLC",135
481,44428,"Reserve Holdings, Inc.",Reserve Telecommunications,Reserve Long Distance d/b/a Reserve Telecommunications,3965
482,44430,Wood County Telephone Company,Solarus,Manawa Telephone Co Inc,542
483,44435,"Alpine Communications, LLC",Alpine Communications LC,"Alpine Communications, L.C.",843
484,44439,Ace Telephone Association,Ace Telephone Company of Michigan,Ace Telephone Company of Michigan Inc,3033
485,44440,"Spectracomm, Inc.","Arkwest Communications, Inc.","Arkwest Communications, Inc.",1439
486,44442,Ace Telephone Association,AcenTek,Ace Telephone Association,1376
487,44443,Hinton Holding Company,Hinton CATV Co.,The Hinton CATV Company Inc,4461
488,44445,Ace Telephone Association,AcenTek,Ace Telephone Association,5420
489,44447,Zirkel Wireless,ZIRKEL Wireless,Zirkel Wireless,2809
490,44454,La Porte City Telephone Company,La Porte City Telephone Company,LaPorte City Telephone Co,358
491,44455,Otelco Inc.,Granby Telephone LLC,Granby Telephone LLC,68
492,44458,"Bulldog Cable Georgia, LLC",Xcelerate,"Bulldog Cable Georgia, LLC",89
493,44458,"Bulldog Cable Georgia, LLC",Xcelerate Broadband,"Bulldog Cable Georgia, LLC",206
494,44459,"Pinpoint Holdings, Inc.",CAMBRIDGE TELEPHONE COMPANY,Cambridge Telephone Company,756
495,44461,Pine Telephone Company,Pine Telephone Company,Pine Telephone Company,6986
496,44462,"Defiance Holdings, LLC",QualStar Communications Inc.,"QualStar Communications, Inc.",344
497,44463,Reach Broadband,Reach Broadband,"RB3, LLC",694
498,44465,"Larson Utilities, Inc.",Winthrop Telephone Company,Winthrop Telephone Company,295
499,44466,Cascade Communications Company,Cascade Communications Company,Cascade Communications Company,269
500,44471,Farmers Mutual Telephone Company-Nora Springs,Farmers Telphone Company,Farmers Telephone Company Riceville,612
501,44472,Northwest Communications Cooperative,Northwest Communications Cooperative,"Northwest Communications Cooperative, Inc.",8150
502,44473,Panora Communications Cooperative,Guthrie Telecommunicaitons Network,"Guthrie Telecommunications Network, Inc.",643
503,44474,Sebewaing Light and Water,Sebewaing Light and Water,Sebewaing Light and Water,101
504,44477,Modern Cooperative Telephone Company,Modern Cooperative Telephone Company,Modern Cooperative Telephone Company Inc.,822
505,44479,North English Cooperative Telephone Company,North English Cooperative Telephone Company,North English Cooperative Telephone Company,152
506,44481,Adams Telephone Co-Operative,Adams Telephone Cooperative,Adams Telephone Co-Operative,1820
507,44482,"Planters Rural Telephone Cooperative, Inc.","Planters Communications, LLC","Planters Communications, LLC",959
508,44484,Scranton Telephone Company,Scranton Telephone Company,Scranton Telephone Company,130
509,44485,"Townes Telecommunications, Inc.",Mokan Dial Telephone Co,"MoKan Dial, Inc.",769
510,44487,"Home Enterprises, Inc.",Home Telephone Co,"Home Telephone Company, Inc.",827
511,44489,Monmouth Internet Corporation,Monmouth Telephone & Telegraph,Monmouth Telephone & Telegraph,246052
512,44490,Lonsdale Telephone Company,Lonsdale Telephone Company,"Lonsdale Telephone Co., Inc.",359
513,44491,"Home Enterprises, Inc.",Home Communications Inc,"Home Communications, Inc.",609
514,44494,"Northeast Louisiana Telephone Co., Inc.",NortheastTel,"Northeast Louisiana Telephone Co., Inc.",177
515,44495,"Progressive Rural Telephone Co-Op., Inc.",Progressive Rural Telephone,"Progressive Rural Telephone Cooperative , Inc",728
516,44498,"Spruce Knob Seneca Rocks Telephone, Inc.","Spruce Knob Seneca Rocks Telephone, Inc.","Spruce Knob Seneca Rocks Telephone, Inc.",658
517,44499,Paul Bunyan Rural Telephone Cooperative,Paul Bunyan Communications,Paul Bunyan Rural Telephone Cooperative,4294
518,44500,Paul Bunyan Rural Telephone Cooperative,Paul Bunyan Communications,Paul Bunyan Rural Telephone Cooperative,4752
519,44503,Farmers Mutual Telephone Company-Nora Springs,OmniTel Communications,"OmniTel Communications, Inc",1366
520,44504,"North Central Telephone Cooperative, Inc.",North Central Communications,North Central Communications,235
521,44508,Hinton Holding Company,Hinton Telephone Company,Hinton Telephone Company,1401
522,44509,Adams Telephone Co-Operative,Adams Networks,"Adams Networks, Incorporated",14
523,44510,Palmer Mutual Telephone Company,Palmer Mutual Telephone Company,Palmer Mutual Telephone Company,165
524,44517,Panora Communications Cooperative,Panora Communications Cooperative,Panora Communications Cooperative,284
525,44518,"Comporium, Inc.",Comporium,"Comporium, Inc.",7910
526,44519,Panora Communications Cooperative,Panora Cooperative Cablevision Association,"Panora Cooperative Cablevision Association, Inc.",14
527,44520,"Spruce Knob Seneca Rocks Telephone, Inc.","Spruce Knob Seneca Rocks Telephone, Inc.","Spruce Knob Seneca Rocks Telephone, Inc.",847
528,44521,"Comporium, Inc.",Comporium,Fort Mill Telephone Company,2963
529,44522,Oxford Telephone and Telegraph,Oxford County Telephone Company,Oxford Telephone Company,1140
530,44523,Panora Communications Cooperative,Panora Telecommunications,"Panora Telecommunications, Inc.",473
531,44524,"Comporium, Inc.",Comporium,Lancaster Telephone Company,5809
532,44528,"Comporium, Inc.",Comporium,CITIZENS TELEPHONE CO.,3344
533,44529,"Comporium, Inc.","PBT Telecom, Inc.","PBT Telecom, Inc.",3187
534,44530,"Comporium, Inc.","PBT Communications, Inc.","PBT Communications, Inc.",998
535,44533,"Comporium, Inc.",Comporium,"Springboard Telecom, LLC",22
536,44535,"Beggs Telephone Company, Inc.",Beggs Telephone Company,Beggs Telephone Co Inc,513
537,44537,MTCO Corporation,Marseilles Telephone Company,Marseilles Telephone Company,1366
538,44538,BW Telcom,BW TELCOM,Benkelman Telephone Company Inc,951
539,44539,MTCO Corporation,Metamora Telephone Company,Metamora Telephone Company,1023
540,44540,MTCO Corporation,MTCO Communications Inc,"MTCO Communications, Inc.",11850
541,44541,Southwest Oklahoma Telephone Company,Southwest Telephone Comany,Southwest Oklahoma Telephone Company,805
542,44541,Southwest Oklahoma Telephone Company,Southwest Telephone Company,Southwest Oklahoma Telephone Company,16269
543,44542,"Kalida Telephone Company, Inc.","Kalida Telephone Company, Inc.","Kalida Telephone Co., Inc.",341
544,44543,Adams Telephone Co-Operative,"Adams Tel Systems, Inc.",Adams Telsystems Inc.,5423
545,44544,"JED Enterprises, Inc.",PineDriveTelephone,"JED Enterprises, Inc",189
546,44545,Southeast Colorado Power Association,"SECOM, Inc.",SECOM Inc,3436
547,44549,BW Telcom,BW TELCOM,Wauneta Telephone Company,647
548,44552,BW Telcom,BW TELCOM,"Hartman Telephone Exchanges, Inc.",994
549,44553,BW Telcom,BW TELCOM,"Raicom, Inc.",4578
550,44560,Service Electric Television Inc.,"Service Electric Cablevision, Inc.","Service Electric Cablevision, Inc.",38658
551,44561,"Arvig Enterprises, Inc.",Arrowhead Communications Corporation,Arrowhead Communications Corporation,526
552,44563,New Hope Telephone Cooperative (VA),New Hope Telephone Cooperative,New Hope Telephone Cooperative,251
553,44564,Mashell Inc.,RainierConnect,"Mashell Telecom, Inc. d/b/a Rainier Connect",277
554,44567,LAT Inc.,Little Apple Technologies,Little Apple Technologies,596
555,44568,"Burke's Garden Telephone Co., Inc.",BG Telco,"Burke's Garden Telephone Co., Inc.",16
556,44569,City of Waverly,Waverly Utilities,Waverly Communications Utility,820
557,44570,"Network Professionals, Inc.",NetworkProfessionalsInc,"Network Professionals, Inc.",235
558,44572,"Arvig Enterprises, Inc.","Callaway Telephone Company, Inc.","Callaway Telephone Company, Inc.",298
559,44574,"Arvig Enterprises, Inc.",Clements Telephone Company Inc.,Clements Telephone Company Inc.,177
560,44578,"Arvig Enterprises, Inc.",Eagle Valley Telephone Company,Eagle Valley Telephone Company,461
561,44581,"Arvig Enterprises, Inc.","Felton Telephone Company, Inc.","Felton Telephone Company, Inc.",782
562,44583,Henderson Cooperative Telephone Company,Henderson Cooperative Telephone Company,Henderson Cooperative Telephone Company,365
563,44585,"Arvig Enterprises, Inc.",MELROSE,Melrose Telephone Company,4357
564,44586,"Wes-Tex Telephone Cooperative, Inc.",Wes-Tex Telephone Cooperative,Wes Tex Telephone Cooperative Inc,3240
565,44587,"Five Area Telephone Cooperative, Inc.",FASI,"Five Area Systems, Inc.",4937
566,44588,"Colorado Valley Telephone Cooperative, Inc.",Meridian LTE,"Meridian LTE, LLC",62
567,44589,"Arvig Enterprises, Inc.",MIDWEST,Midwest Telpehone Co,1407
568,44590,Otelco Inc.,Otelco,Otelco Telephone LLC,679
569,44591,"Five Area Telephone Cooperative, Inc.","FIVE AREA TELEPHONE COOP., INC.","FIVE AREA TELEPHONE COOP., INC.",2166
570,44592,"Arvig Enterprises, Inc.",MAINSTREET,Mainstreet Communications LLC,369
571,44594,"Five Area Telephone Cooperative, Inc.","WEST PLAINS TELECOMMUNICATIONS, iNC.","WEST PLAINS TELECOMMUNICATIONS, iNC.",1446
572,44595,Henderson Cooperative Telephone Company,MAINSTAY COMMUNICATIONS,"Tri-Rural TV, Inc.",653
573,44598,"Arvig Enterprises, Inc.",Osakis Telephone Company,Osakis Telephone Company,1014
574,44600,"Arvig Enterprises, Inc.",Peoples Telephone Company,Peoples Telephone Company,1671
575,44601,Burlington Telecom,City of Burlington d/b/a Burlington Telecom,City of Burlington d/b/a Burlington Telecom,449
576,44602,City of Cartersville,City of Cartersville,City of Cartersville,69
577,44603,Pembroke Telephone Cooperative,PemTel,Pembroke Telephone Cooperative,495
578,44607,"Peak WiFi, LLC",PeakWiFi.com,PeakWiFi LLC,245
579,44608,"Arvig Enterprises, Inc.",TWIN VALLEY,Twin Valley-Ulen Telephone co,2751
580,44609,County of Lake,Lake Connections,County of Lake,582
581,44610,NetGain Information Systems Company,NetGain Information Systems Company,NetGain Information Systems Company,48
582,44611,Ayersville Telephone Company,Ayersville Telephone Company,Ayersville Telephone Company,229
583,44612,"Arvig Enterprises, Inc.",EOT,East Otter Tail Telephone Company,9007
584,44614,Ellsworth Cooperative Telephone Association,Ellsworth Cooperative Telephone Association,Ellsworth Cooperative Telephone Association,267
585,44616,City of Monticello,FIBERNET,FiberNet Monticello,6
586,44617,Granby Telephone Company,Granby Telephone Co.,Granby Telephone Co.,619
587,44618,"Arvig Enterprises, Inc.",LORETEL,Loretel Systems Inc,7049
588,44619,James Valley Cooperative Telephone Company,"Northern Valley Communications, LLC","Northern Valley Communications, LLC",7458
589,44622,"Zito Media, LP",Zito Media LP,"Zito Media, L.P.",7628
590,44625,"TrioTel Communications, Inc.","TrioTel Communications, Inc.","TrioTel Communications, Inc.",1658
591,44625,"TrioTel Communications, Inc.","Triotel Communications, Inc.","TrioTel Communications, Inc.",42
592,44626,"Colorado Valley Telephone Cooperative, Inc.","Colorado Valley Communications, Inc.","Colorado Valley Communications, Inc.",2555
593,44627,Manchester-Hartland Telephone Company,Manchester-Hartland Telephone Company,Manchester-Hartland Telephone company,264
594,44630,"Arvig Enterprises, Inc.",Redwood County Telephone Company,Redwood County Telephone Company,12335
595,44631,HomeWorks Connect,Tri-County Electric Cooperative dba HomeWorks Connect,Tri-County Electric Cooperative dba HomeWorks Connect,62
596,44632,"Wes-Tex Telephone Cooperative, Inc.",Westex Telecom,"Wes-Tex Telecommunications, Ltd.",1541
597,44633,Farber Telephone Company,Farber,Farber Telephone Company,49
598,44634,"Arvig Enterprises, Inc.",Home Telephone Company,Home Telephone Company,549
599,44635,"Arvig Enterprises, Inc.",TEKSTAR,"Tekstar Communications, Inc.",11867
600,44636,"The Group, L.L.C.",Stradacomm,"Strada Communications, L.L.C.",79
601,44641,"Bluebird Network, LLC",Missouri Network Alliance LLC,Bluebird Network,56789
602,44643,New Horizons Communications Corp.,New Horizon Communications Group Inc,New Horizon Communications Group Inc,138
603,44645,USA Holdings LLC,USA COMMUNICATIONS,"Fibervision, LLC",496
604,44647,"South Central Utah Telephone Association, Inc.",South Central Communications,"South Central Utah Telephone Association, Inc.",5030
605,44648,Otelco Inc.,Mid-Maine Telecom LLC,Mid-Maine Telecom LLC,382
606,44649,"Pavlov Media, Inc.",Campus Communications Group,"Campus Communications Group, Inc.",2053
607,44650,Otelco Inc.,Otelco,Saco River Telephone LLC,426
608,44652,Amherst Telephone Company,Amherst Telephone Company,Amherst Telephone Company,1474
609,44655,"Pacific Centrex Datavao, LLC",Pacific Datavao,"Pacific Centrex Datavo, LLC",298
610,44657,Mountain West Technologies Corporation,Mountain West Technologies Corporation,Mountain West Technologies Corporation,1292
611,44658,"PanTerra Networks, Inc.",Panterra,PanTerra Networks Inc.,62
612,44663,"Wireless Internet Services, Inc.",Wireless Internet Services,"Wireless Internet Services, Inc.",356
613,44664,"Hartington Telecommunications Co., Inc.",Hartelco,"Hartington Telecommunications Co., Inc.",592
614,44666,Wiggins Telephone Association,Wiggins Telephone Association,Wiggins Telephone Association,651
615,44670,"Gigabeam, LLC",Gigabeam Internet,"Gigabeam, LLC",6
616,44671,Stream It Networks LLC,Stream IT Networks LLC,Stream It Networks LLC,133
617,44673,"Wheatland Electric Cooperative, Inc.",Wheatland Broadband Services,"Wheatland Electric Cooperative, Inc",9059
618,44675,"ATN International, Inc.",Viya Powernet,Virgin Islands Telephone Corp. d/b/a Innovative Telephone,22727
619,44676,"SageNet of Tulsa, LLC","SageNet of Tulsa, LLC","SageNet of Tulsa, L.L.C.",1
620,44680,"Planters Rural Telephone Cooperative, Inc.",Planters Rural Telephone Cooperative,PLANTERS RURAL TELEPHONE COOP,1911
621,44681,"Westelcom Network, Inc.",Westelcom Network Inc,Westelcom Network,3068
622,44682,SDN Communications,South Dakota Network LLC,"South Dakota Network, LLC",294
623,44684,"First Step Internet, LLC","First Step Internet, LLC",FIRST STEP INTERNET,9805
624,44685,Union City Energy Authority,UNION CITY ENERGY AUTHORITY,Union City Energy Authority,82
625,44686,"Consolidated Companies, Inc.",Consolidated Companies  Inc.,Consolidated Telephone Company,2621
626,44687,The Home Town Network Inc.,The Home Town Network Inc.,The Home Town Network Inc.,6722
627,44689,"Kuhn Communications, Inc.","Kuhn Communications, Inc.","Kuhn Communications, Inc.",9
628,44690,"The Butler Rural Electric Cooperative Associations, Inc.","The Butler Rural Electric Cooperative Membership, Inc.","The Butler Rural Electric Cooperative Association, Inc.",74
629,44691,Mashell Inc.,RainierConnect,"Mashell Telecom, Inc. d/b/a Rainier Connect",369
630,44692,"West Texas Rural Telephone Coop., Inc.",WT Services,"W.T. Services, Inc.",1143
631,44693,"Central Arkansas Telephone Cooperative, Inc.","Central Arkansas Telephone Cooperative,  Inc","Central Arkansas Telephone Cooperative,  Inc",913
632,44694,Midstate Telephone Company,Midstate Communications Inc,Midstate Communications Inc.,646
633,44695,"Panhandle Telephone Cooperative, Inc.",Panhandle Telecommunication Systems Inc,Panhandle Telecommunication Systems Inc,2938
634,44697,Midstate Telephone Company,Midstate Telephone Company LLC,Midstate Telephone Company,1066
635,44698,Pattersonville Telephone Company (NY),Pattersonville Telephone Company,Pattersonville Telephone Company,170
636,44699,"May, Bott et al.","Skyline Telecom, Inc.","Skyline Telecom, Inc.",34
637,44700,Nortex Communications,Nortex Communications,Nortex Communications Company,543
638,44701,"Yelcot Holding Group, Inc.",Mountain View Telephone Co,Mountain View Telephone Company,1575
639,44703,Mediapolis Telephone Company,Mediapolis Telephone company,Mediapolis Telephone company,371
640,44704,NITCO Holding Corporation,NITCO,Northwestern Indiana Telephone Company,1038
641,44705,Otelco Inc.,Otelco,Pine Tree Telephone LLC,204
642,44706,"Craigville Telephone Company, Inc.","Craigville Telephone Co., Inc","Craigville Telephone Company, Inc.",147
643,44708,Otelco Inc.,Otelco,War Telephone LLC,56
644,44709,"Yelcot Holding Group, Inc.",Yelcot Communications,Yelcot Telephone Company,1173
645,44710,Cochrane Cooperative Telephone Company,Cochrane Cooperative Telephone Company,Cochrane Cooperative Telephone Company,122
646,44712,"Declaration Networks Group, Inc.",NeuBeam,"Declaration Networks Group, Inc",751
647,44713,"May, Bott et al.",Home Telephone Company,Home Telephone Company,207
648,44715,The Champlain Telephone Company,Champlain Telephone Company,Champlain Telephone Company,655
649,44716,"Craigville Telephone Company, Inc.",AdamsWells Internet Telecom TV,"Craigville Telephone Company, Inc.",359
650,44718,"Margaretville Telephone Company, Inc.",MTC Cable,Margaretville Telephone Co Inc,1
651,44718,"Margaretville Telephone Company, Inc.",Margaretville Telephone Company,Margaretville Telephone Co Inc,1388
652,44719,The Champlain Telephone Company,PrimeLink Inc.,"Primelink, Inc.",498
653,44720,Imagine Networks,Imagine Networks,Imagine Networks,2275
654,44722,Clearsky Systems Inc.,"ClearSKY Systems, Inc.",Donna Olson,520
655,44723,Skyline Telephone Membership Corporation,Skyline Telephone Membership Corporation,Skyline Telephone Membership Corporation,2796
656,44724,Albany Mutual Telephone Association,Albany Mutual Telephone Association,Albany Mutual Telephone Association,747
657,44725,Ryan Mark Root,Root Automation,Root Automation,120
658,44728,Runestone Telephone Association,RUNESTONE TELEPHONE ASSOCIATION,RUNESTONE TELEPHONE ASSOCIATION,53
659,44728,Runestone Telephone Association,Runestone Telecom Assoc,RUNESTONE TELEPHONE ASSOCIATION,29
660,44728,Runestone Telephone Association,Runestone Telecom Associaiton,RUNESTONE TELEPHONE ASSOCIATION,1
661,44728,Runestone Telephone Association,Runestone Telecom Association,RUNESTONE TELEPHONE ASSOCIATION,2544
662,44728,Runestone Telephone Association,Runestone Telephone Association,RUNESTONE TELEPHONE ASSOCIATION,17
663,44729,Lehigh Valley Cooperative Telephone Association,Lehigh Valley Cooperative Telephone Association,Lehigh Valley Cooperative Telephone Association,494
664,44731,"Optivon, Inc.",Optivon Inc.,1965,148
665,44734,Otelco Inc.,ILND,I-Land Internet Services LLC,715
666,44735,"May, Bott et al.","Pine Telephone System, Inc.","Pine Telephone System, Inc.",633
667,44736,HCI Telcom Inc.,HCI Telcom,HCI Telcom Inc,294
668,44741,Rural Broadband Network Services LLC,HighSpeedLink.net,Rural Broadband Network Services LLC,15017
669,44749,"Summit Telecom, LLC",SummitTelecom,"Summit Telecom, LLC",1
670,44750,"May, Bott et al.",North-State Telephone Co.,North-State Telephone Co.,117
671,44751,"T3 Communications, Inc.",T3Communications,"T3 Communications, Inc",178
672,44760,Choicetel LLC,ChoiceTel LLC,Choicetel LLC,177
673,44762,Independence Light and Power,Independence Telecommunications Utility,Independence Telecommunications Utility,693
674,44766,Click Computers Inc.,Click Computers Inc.,Click Computers Inc.,687
675,44770,Farmers Telephone Company-Batavia,Farmers Telephone Company,Farmers' Telephone Company,228
676,44772,Chariton Valley Telephone Corporation,Chariton Valley Communications Corp,Chariton Valley Telecom Corporation,857
677,44775,"Windstream Holdings, Inc.",Windstream Accucomm Telecom LLC,"Windstream Accucomm Telecommunications, LLC",731
678,44776,Polar Communication Mutual Aid Corporation,"Polar Telcom, INC","Polar Telcom, Inc.",1374
679,44777,"Pineland Telephone Cooperative, Inc.",Pineland Telephone Cooperative,"Pineland Telephone Cooperative, Inc.",3826
680,44779,"Pineland Telephone Cooperative, Inc.",Pineland Communications,"PINELAND TELEPHONE COMMUNICATIONS, INC",1368
681,44785,"DC Access, LLC","DC Access, LLC","DC Access, LLC",342
682,44791,"May, Bott et al.",Direct Communications Cedar Valley,"Direct Communications Cedar Valley, LLC",990
683,44794,UTMA,United Communications,UNITED TELEPHONE MUTUAL AID CORPORATION,3009
684,44798,Otelco Inc.,Otelco,Shoreham Telephone LLC,379
685,44801,"Velocity Telephone, Inc.","Velocity Telephone, Inc.","Velocity Telephone, Inc.",93
686,44803,"May, Bott et al.",Rico Telephone,Rico Telephone Company,36
687,44805,Lake Region Technology & Communications LLC,"Lake Region Technology & Communications, LLC",Lake Region Technology & Communications LLC,1196
688,44809,"Windstream Holdings, Inc.",Windstream Communications Telecom LLC,"Windstream Communication Telecom, LLC",4
689,44813,Hamilton County Telephone Co-Op,Hamilton County Telephone Coop,Hamilton County Telephone Coop,1400
690,44814,"All West Communications, Inc.",All West/Wyoming Inc.,"All West/Wyoming, Inc.",2844
691,44815,Empire Telephone Corporation/North Penn Telephone Company,Empire Telephone Corp.,Empire Telephone Corp.,1621
692,44816,West Central Telephone Assn.,West Central Telephone Association,West Central Telephone Assoc.,155
693,44818,West Central Telephone Assn.,West Central Telephone Association,West Central Telephone Assoc.,1335
694,44819,Encore Business Systems,California Broadband Services,Encore Business Systems,217
695,44820,"Windstream Holdings, Inc.",Windstream D&E Systems Inc.,"Windstream D&E Systems, Inc.",376
696,44821,América Móvil,"Puerto Rico Telephone Company, Inc.","Puerto Rico Telephone Company, Inc.",102329
697,44823,"WideOpenWest Finance, LLC",WOW,"Knology of Alabama, Inc.",78184
698,44824,"Windstream Holdings, Inc.",Windstream EN-TEL LLC,"Windstream EN-TEL, LLC",109
699,44825,GOLDEN VALLEY CABLE & COMMUNICATIONS INC,golden valley cable and comm,golden valley cable and communications,2038
700,44826,Television Association of Republic,Television Association of Republic,Television Association of Republic,352
701,44827,James Valley Cooperative Telephone Company,James Valley Telecommunications,James Valley Cooperative Telephone Company,6478
702,44830,"WideOpenWest Finance, LLC",WOW,"Knology Total Communications, Inc.",431
703,44832,"WideOpenWest Finance, LLC",WOW,"WideOpenWest Cleveland, LLC",69844
704,44833,"Windstream Holdings, Inc.",Windstream Georgia Telephone LLC,"Windstream Georgia Telephone, LLC",1018
705,44834,Titonka Telephone Company,Titonka-Burt Communications,Titonka Telephone Company,151
706,44835,"WideOpenWest Finance, LLC",WOW,"WideOpenWest Georgia, LLC.",961
707,44837,"WideOpenWest Finance, LLC",WOW,"Wiregrass Telcom, Inc.",1687
708,44838,Molalla Communications Company,Molalla Communications Company,Molalla Telephone Company dba Molalla Communications Company,401
709,44840,Titonka Telephone Company,Titonka-Burt Communications,The Burt Telephone Company,150
710,44841,"Northwest Missouri Holdings, Inc.",Oregon Farmers Mutual Telephone Company,Oregon Farmers Mutual Telephone Company,368
711,44843,Swayzee Telephone Company,STC,Swayzee Telephone Co Inc,849
712,44851,Cochrane Cooperative Telephone Company,Cochrane Cooperative Telephone Company,Cochrane Cooperative Telephone Company,337
713,44855,West River Telecommunications Cooperative,West River Telecommunications Cooperative,West River Telecommunications Cooperative,14376
714,44858,"Windstream Holdings, Inc.",Windstream Iowa-Comm Inc.,"Windstream Iowa-Comm, LLC",170
715,44859,"Windstream Holdings, Inc.",Windstream IT-Comm LLC,"Windstream IT-Comm, LLC",56
716,44862,"Windstream Holdings, Inc.",Windstream Lakedale Link Inc.,"Windstream Lakedale Link, Inc.",54
717,44863,"Windstream Holdings, Inc.",Windstream Lakedale Inc.,"Windstream Lakedale, Inc.",3066
718,44864,"Windstream Holdings, Inc.",Windstream Lexcom Communications Inc.,"Windstream Lexcom Communications, LLC",3498
719,44867,"Windstream Holdings, Inc.",Windstream Montezuma Inc.,"Windstream Montezuma, LLC",729
720,44868,FiberComm LC,FiberComm,FiberComm L.C.,7504
721,44868,FiberComm LC,Fibercomm LC,FiberComm L.C.,2183
722,44869,Stratford Mutual Telephone Company,Complete Communications Services,Complete Communication Services,124
723,44871,East Buchanan Telephone Cooperative,East Buchanan Telephone Cooperative,East Buchanan Telephone Cooperative,555
724,44875,Farmers & Merchants Mutual Telephone Company,Farmers & Merchants Mutual Telephone Company,Farmers & Merchants Mutual Telephone Company,440
725,44878,Farmers & Merchants Mutual Telephone Company,Farmers & Merchants Mutual Telephone Company,Farmers & Merchants Mutual Telephone Company,882
726,44880,Farmers Mutual Cooperative Telephone Company-Moulton,Farmer Mutual Cooperative Telephone Company,Farmers Mutual Cooperative Telephone Company,326
727,44882,Oran Mutual Telephone Company,Oran Mutual Telephone Company,Oran Mutual Telephone Company,95
728,44884,Three River Telco,THREE RIVER COMMUNICATIONS,"Three River Communications, LLC",222
729,44885,Radcliffe Telephone Company,Radcliffe Telephone Company,"Radcliffe Telephone Company, Inc.",162
730,44888,Schaller Telephone Company,Schaller Telephone Company,Schaller Telephone Company,470
731,44891,Stratford Mutual Telephone Company,Stratford Mutual Telephone Company,Stratford Mutual Telephone Company,169
732,44892,Three River Telco,THREE RIVER TELEPHONE COMPANY,Three River Telco,1434
733,44893,"Delta Telecom, Inc.","Delta Telecom, Inc.","Delta Telecom, Inc.",300
734,44894,City of Faith Municipal Telephone Company,City of Faith Telephone Company,"Faith, City of",99
735,44895,Manning Municipal Communications and Television Systems Utility,Manning Municipal Communication & Television System Utitlty,Manning Municipal Communication & Television System Utitlty,88
736,44896,Beresford Municipal Telephone Company,Beresford Municipal Telephone,Beresford  Municipal Telephone Co.,142
737,44901,Hershey Cooperative Telephone Company,Hershey Cooperative Telephone Company,Hershey Cooperative Telephone Company,3251
738,44903,Affiniti Holdings Inc.,Affiniti LLC,"Affiniti, LLC",9
739,44904,Affiniti Holdings Inc.,Affiniti PA LLC,Affiniti PA LLC,66
740,44917,The Middleburgh Telephone Company,Newport Telephone,"Newport Telephone Company, Inc.",577
741,44920,"SBT Internet, Inc.",SBT Internet,SBT Internet,326
742,44921,"Advantenon, Inc.","Advantenon, Inc.","Advantenon, Inc.",230
743,44922,SkyNet Communications of Kentucky LLC,SkyNet Communications of Kentucky LLC,SkyNet Communications of Kentucky LLC,298
744,44923,"Clear Rate Communications, Inc.","Clear Rate Communications, Inc.","Clear Rate Communications, Inc.",19746
745,44925,BlountBroadband LLC,Blount Broadband,BlountBroadband LLC,272
746,44926,"Windstream Holding, Inc","Windstream Norlight, Inc.","Windstream Norlight, LLC",654
747,44928,"Windstream Holdings, Inc.",Windstream NorthStar LLC,"Windstream NorthStar, LLC",397
748,44929,Eagle One Wireless,Eagle One Wireless,Eagle One Wireless,208
749,44931,City of Cairo,City of Cairo,"Cairo, City of",345
750,44932,"Windstream Holdings, Inc.",Windstream of the Midwest Inc.,"Windstream of the Midwest, Inc.",9
751,44933,City of Thomasville Utilities,City of Thomasville,City of Thomasville Utilities,727
752,44935,City of Camilla,City of Camilla,"CAMILLA, CITY OF",332
753,44936,City of Moultrie,City of Moultrie,City of Moultrie,493
754,44937,"Windstream Holdings, Inc.",Windstream Oklahoma LLC,"Windstream Oklahoma, LLC",2471
755,44938,Trenton TV Cable Company,TrentonCable,Trenton T. V. Cable Company,2
756,44939,"USFon, Inc.",Usfon Inc.,"USFon, Inc.",11
757,44940,Mid-Hudson Cablevision,Mid-Hudson CableVision,MID-HUDSON CABLEVISION,2187
758,44942,Combined Technologies Inc.,"Mobilcomm, Inc dba Heavenwire.net",Mobilcomm Inc.,265
759,44943,Electric Power Board,EPB Fiber Optics,EPB Fiber Optics,6994
760,44951,"Smithville Holding Company, Inc.","Smithville Communications, Inc","Smithville Communications,  Inc.",1817
761,44952,"Amplex Electric, Inc.",Amplex Wireless,"Amplex Electric, Inc.",17714
762,44953,"Pinpoint Holdings, Inc.",Blaze Wireless,"Pinpoint Wireless, Inc.",947
763,44954,Reinbeck Municipal Telecommunications Utility,Reinbeck Telecommunications Utility,Reinbeck Telecommunications Utility,354
764,44956,MM&G Enterprises LLC,Fusion Media,MM&G Enterprises LLC. d/b/a Fusion Media,610
765,44957,Stoneham Cooperative Telephone Corporation,Stoneham Cooperative Telephone Corporation,Stoneham Cooperative Telephone Corporation,75
